"name","downloadsLink","year","day"
"VNP46A1.A2013038.h00v00.001.2019108140711.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v00.001.2019108140711.h5",2013,"038"
"VNP46A1.A2013038.h00v01.001.2019108144940.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v01.001.2019108144940.h5",2013,"038"
"VNP46A1.A2013038.h00v02.001.2019108141847.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v02.001.2019108141847.h5",2013,"038"
"VNP46A1.A2013038.h00v03.001.2019108142527.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v03.001.2019108142527.h5",2013,"038"
"VNP46A1.A2013038.h00v04.001.2019108141924.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v04.001.2019108141924.h5",2013,"038"
"VNP46A1.A2013038.h00v05.001.2019108142111.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v05.001.2019108142111.h5",2013,"038"
"VNP46A1.A2013038.h00v06.001.2019108143350.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v06.001.2019108143350.h5",2013,"038"
"VNP46A1.A2013038.h00v07.001.2019108141945.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v07.001.2019108141945.h5",2013,"038"
"VNP46A1.A2013038.h00v08.001.2019108143533.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v08.001.2019108143533.h5",2013,"038"
"VNP46A1.A2013038.h00v09.001.2019108142336.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v09.001.2019108142336.h5",2013,"038"
"VNP46A1.A2013038.h00v10.001.2019108142532.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v10.001.2019108142532.h5",2013,"038"
"VNP46A1.A2013038.h00v11.001.2019108142347.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v11.001.2019108142347.h5",2013,"038"
"VNP46A1.A2013038.h00v12.001.2019108142758.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v12.001.2019108142758.h5",2013,"038"
"VNP46A1.A2013038.h00v13.001.2019108140820.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A1/2013/038/VNP46A1.A2013038.h00v13.001.2019108140820.h5",2013,"038"
