"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2021001.h00v01.001.2021144024317.h5","2021-05-24 02:52",974981,1621824733,4062125935,"e24851f0399d44a66ec95cc7d11c43fb","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v01.001.2021144024317.h5",2021,"001","01"
"VNP46A3.A2021001.h00v02.001.2021144023707.h5","2021-05-24 02:47",5048223,1621824434,1675540240,"f250b19e88aeb49dbbd9ed9a8e88f3d0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v02.001.2021144023707.h5",2021,"001","01"
"VNP46A3.A2021001.h00v03.001.2021144022653.h5","2021-05-24 02:36",1001285,1621823773,2319830009,"ef7238bddef2b6240696bc29d35e980f","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v03.001.2021144022653.h5",2021,"001","01"
"VNP46A3.A2021001.h00v06.001.2021144024314.h5","2021-05-24 02:52",613713,1621824764,2623744644,"86e86fa000c1192ded7ff9c7c777c096","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v06.001.2021144024314.h5",2021,"001","01"
"VNP46A3.A2021001.h00v09.001.2021144023705.h5","2021-05-24 02:47",632167,1621824434,4112509603,"b71d9920afd260cee83312dcf76fb774","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v09.001.2021144023705.h5",2021,"001","01"
"VNP46A3.A2021001.h00v10.001.2021144023954.h5","2021-05-24 02:52",797102,1621824733,1624293475,"08bfb81c189389b1bd93fdd8c18948a8","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v10.001.2021144023954.h5",2021,"001","01"
"VNP46A3.A2021001.h00v11.001.2021144022647.h5","2021-05-24 02:36",646448,1621823803,1868301216,"ef65f9665d0c668ab3d2827fe99e67b2","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v11.001.2021144022647.h5",2021,"001","01"
"VNP46A3.A2021001.h00v13.001.2021144024313.h5","2021-05-24 02:52",656189,1621824764,1888330633,"755733854319148f9118f66e089a1b1b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v13.001.2021144024313.h5",2021,"001","01"
"VNP46A3.A2021001.h00v14.001.2021144022923.h5","2021-05-24 02:37",609440,1621823833,2846585426,"121d181ba7469fa1c52ffdd2f619e6f9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v14.001.2021144022923.h5",2021,"001","01"
"VNP46A3.A2021001.h00v15.001.2021144023805.h5","2021-05-24 02:44",609440,1621824254,2567834502,"dc326c142dd7a2fb9e1b2678130ccf3e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2021/001/VNP46A3.A2021001.h00v15.001.2021144023805.h5",2021,"001","01"
