"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2014001.h00v01.001.2021124163654.h5","2021-05-04 16:45",975219,1620146705,69634064,"87c106b4b1982c0e85662a233c6bf981","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v01.001.2021124163654.h5",2014,"001","01"
"VNP46A3.A2014001.h00v02.001.2021124163657.h5","2021-05-04 16:45",6121508,1620146706,1410926074,"a03230b6109e0cdb632a3c8d7aa5b007","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v02.001.2021124163657.h5",2014,"001","01"
"VNP46A3.A2014001.h00v03.001.2021125042610.h5","2021-05-05 04:34",891898,1620189244,1577490413,"007d9bd4d2bc4b78891be19c061e669b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v03.001.2021125042610.h5",2014,"001","01"
"VNP46A3.A2014001.h00v06.001.2021124163706.h5","2021-05-04 16:55",612914,1620147305,1591337137,"e2af45333eb37088883dd751e8fdc2ec","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v06.001.2021124163706.h5",2014,"001","01"
"VNP46A3.A2014001.h00v09.001.2021125042459.h5","2021-05-05 04:35",627385,1620189334,535725666,"e04de2b17515cd83932362d765a2af29","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v09.001.2021125042459.h5",2014,"001","01"
"VNP46A3.A2014001.h00v10.001.2021125003202.h5","2021-05-05 00:41",778444,1620175313,751361162,"01080bb190bcd71704c179d65a891e42","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v10.001.2021125003202.h5",2014,"001","01"
"VNP46A3.A2014001.h00v11.001.2021125003138.h5","2021-05-05 00:45",648049,1620175553,2531971155,"125a6425db1a49eb65e4e2fa3a7be4f2","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v11.001.2021125003138.h5",2014,"001","01"
"VNP46A3.A2014001.h00v13.001.2021124163703.h5","2021-05-04 16:47",654935,1620146824,3983192908,"38a524fe5e86a45873ba16ba120757c0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v13.001.2021124163703.h5",2014,"001","01"
"VNP46A3.A2014001.h00v14.001.2021125041431.h5","2021-05-05 04:19",608904,1620188374,294710239,"a94f36403802da639062613c58f02851","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v14.001.2021125041431.h5",2014,"001","01"
"VNP46A3.A2014001.h00v15.001.2021125041433.h5","2021-05-05 04:19",608904,1620188374,396601530,"12fe2a194d3bcdca20a8616fca91e0ea","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h00v15.001.2021125041433.h5",2014,"001","01"
"VNP46A3.A2014001.h01v02.001.2021125003143.h5","2021-05-05 00:42",11218123,1620175373,565450648,"8f64979f48872750eb9cf224fe4de7d4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h01v02.001.2021125003143.h5",2014,"001","01"
"VNP46A3.A2014001.h01v03.001.2021125003223.h5","2021-05-05 00:39",2282873,1620175193,3905593131,"8a30a5245f46f70759fcb7586a520805","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h01v03.001.2021125003223.h5",2014,"001","01"
"VNP46A3.A2014001.h01v06.001.2021124163726.h5","2021-05-04 16:49",619087,1620146944,4094567995,"2eb0e65e3bb0bbaf79b1b7923bd25ba0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h01v06.001.2021124163726.h5",2014,"001","01"
"VNP46A3.A2014001.h01v08.001.2021124163756.h5","2021-05-04 16:50",612764,1620147034,1299603077,"9005df583b4e29ee11a003d1d21686aa","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h01v08.001.2021124163756.h5",2014,"001","01"
"VNP46A3.A2014001.h02v01.001.2021125041352.h5","2021-05-05 04:19",2322781,1620188344,1074843854,"a5c9dc68453f4d6a22ce4c06b7572251","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h02v01.001.2021125041352.h5",2014,"001","01"
"VNP46A3.A2014001.h02v02.001.2021124163752.h5","2021-05-04 16:51",24586700,1620147095,296995517,"339d61a09552e3389966bb461e9723d5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h02v02.001.2021124163752.h5",2014,"001","01"
"VNP46A3.A2014001.h02v03.001.2021125003146.h5","2021-05-05 00:41",4683884,1620175313,1582587803,"831a684b831d34e99f1c75508ce4a278","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h02v03.001.2021125003146.h5",2014,"001","01"
"VNP46A3.A2014001.h02v06.001.2021124163727.h5","2021-05-04 16:49",876830,1620146944,1849043666,"fb86c2d5d74dca1cb85da0ef9767ba9c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2014/001/VNP46A3.A2014001.h02v06.001.2021124163727.h5",2014,"001","01"
