"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2017001.h00v01.001.2021124225847.h5","2021-05-04 23:12",1039073,1620169923,1433000462,"ac32794170cf52fb32e242fbe3dd7190","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v01.001.2021124225847.h5",2017,"001","01"
"VNP46A3.A2017001.h00v02.001.2021125030104.h5","2021-05-05 03:08",5866784,1620184094,1616572462,"9edf0eabaad6dfe8811da6db33d044ed","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v02.001.2021125030104.h5",2017,"001","01"
"VNP46A3.A2017001.h00v03.001.2021124225905.h5","2021-05-04 23:13",996537,1620170012,492215469,"6a969fb25f7587470d846e8f0f088a2e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v03.001.2021124225905.h5",2017,"001","01"
"VNP46A3.A2017001.h00v06.001.2021124225903.h5","2021-05-04 23:13",613243,1620170012,4087171278,"6f6f8ea9448b081d747bce14f681de08","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v06.001.2021124225903.h5",2017,"001","01"
"VNP46A3.A2017001.h00v09.001.2021125031154.h5","2021-05-05 03:20",631379,1620184814,358985569,"264c02069ccded43659e7e69416a4592","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v09.001.2021125031154.h5",2017,"001","01"
"VNP46A3.A2017001.h00v10.001.2021124225927.h5","2021-05-04 23:16",801965,1620170192,2994766502,"86c8996e0f4bdc6af1ed7401242f092f","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v10.001.2021124225927.h5",2017,"001","01"
"VNP46A3.A2017001.h00v11.001.2021124225854.h5","2021-05-04 23:05",651225,1620169532,879778578,"a658ec98d23d65de90c0f38ced1f9854","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v11.001.2021124225854.h5",2017,"001","01"
"VNP46A3.A2017001.h00v13.001.2021124230006.h5","2021-05-04 23:11",653122,1620169892,3027023319,"6f0a53888dc1cfc01c27142f223367bd","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v13.001.2021124230006.h5",2017,"001","01"
"VNP46A3.A2017001.h00v14.001.2021125025830.h5","2021-05-05 03:03",608904,1620183833,3645863742,"16f63f2a02143f5ec4ad798ebcabe840","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v14.001.2021125025830.h5",2017,"001","01"
"VNP46A3.A2017001.h00v15.001.2021124225914.h5","2021-05-04 23:04",608904,1620169472,2466048911,"d7215ea1167e8c1f9a87b727d75e4903","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h00v15.001.2021124225914.h5",2017,"001","01"
"VNP46A3.A2017001.h01v02.001.2021124225921.h5","2021-05-04 23:05",12452656,1620169502,3546472745,"efcb7ab415edaf690eaffb2ea7c7d088","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h01v02.001.2021124225921.h5",2017,"001","01"
"VNP46A3.A2017001.h01v03.001.2021124225959.h5","2021-05-04 23:18",3062360,1620170312,370813199,"5e84c5303770cb58bc4629cdc0f1e3ef","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h01v03.001.2021124225959.h5",2017,"001","01"
"VNP46A3.A2017001.h01v06.001.2021124225933.h5","2021-05-04 23:14",619686,1620170042,2888814190,"d33322c7b3437016320f471aecf01de4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h01v06.001.2021124225933.h5",2017,"001","01"
"VNP46A3.A2017001.h01v08.001.2021124230007.h5","2021-05-04 23:10",612750,1620169832,4155674450,"5a2d512e328df58c09d2341794af2c0a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h01v08.001.2021124230007.h5",2017,"001","01"
"VNP46A3.A2017001.h02v01.001.2021124230007.h5","2021-05-04 23:11",2894335,1620169863,4059418835,"937e8445b5c8a0046df494c15a802a47","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v01.001.2021124230007.h5",2017,"001","01"
"VNP46A3.A2017001.h02v02.001.2021124230014.h5","2021-05-04 23:14",28198336,1620170042,2525597350,"d76ef788f8125aff1cded06aca038b93","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v02.001.2021124230014.h5",2017,"001","01"
"VNP46A3.A2017001.h02v03.001.2021124225943.h5","2021-05-04 23:05",6701662,1620169502,3431563532,"54c919261297eb0780167c17b1904aa8","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v03.001.2021124225943.h5",2017,"001","01"
"VNP46A3.A2017001.h02v06.001.2021124230127.h5","2021-05-04 23:16",879791,1620170162,3623694223,"6e72e229ea3daaa5b44aa8c22b2baf31","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v06.001.2021124230127.h5",2017,"001","01"
"VNP46A3.A2017001.h02v07.001.2021124230128.h5","2021-05-04 23:16",778079,1620170192,1626951765,"dcc5d9bc70937ea738f3ed51e503d67c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v07.001.2021124230128.h5",2017,"001","01"
"VNP46A3.A2017001.h02v08.001.2021125030104.h5","2021-05-05 03:08",638234,1620184094,2517812229,"d03283bccd4b906e19b303397b17dae4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v08.001.2021125030104.h5",2017,"001","01"
"VNP46A3.A2017001.h02v10.001.2021124230122.h5","2021-05-04 23:16",663183,1620170162,2580966318,"856e0c5126c4c43e250cfa84219df9e4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h02v10.001.2021124230122.h5",2017,"001","01"
"VNP46A3.A2017001.h03v02.001.2021124230107.h5","2021-05-04 23:18",30640448,1620170312,2389846667,"4092006c8659416be8b9c22c9a9dace4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h03v02.001.2021124230107.h5",2017,"001","01"
"VNP46A3.A2017001.h03v03.001.2021124230220.h5","2021-05-04 23:16",817145,1620170162,3747664314,"6c0554fb0e89f721c7584dd1ee61eeb3","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h03v03.001.2021124230220.h5",2017,"001","01"
"VNP46A3.A2017001.h03v09.001.2021124230110.h5","2021-05-04 23:13",634709,1620170012,1104007935,"af00651d2691b741ca033fa34e72cc2b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h03v09.001.2021124230110.h5",2017,"001","01"
"VNP46A3.A2017001.h03v10.001.2021125031440.h5","2021-05-05 03:29",915130,1620185354,3994401805,"8221d926d701732845260ef70c7ed68b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h03v10.001.2021125031440.h5",2017,"001","01"
"VNP46A3.A2017001.h03v11.001.2021124230133.h5","2021-05-04 23:20",628784,1620170402,3806538055,"a0b3c49186d6b9d0c7a6706d82378684","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h03v11.001.2021124230133.h5",2017,"001","01"
"VNP46A3.A2017001.h04v02.001.2021124230225.h5","2021-05-04 23:20",28004155,1620170402,974614889,"edc702851deb1d2b298ae5527d6b9715","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h04v02.001.2021124230225.h5",2017,"001","01"
"VNP46A3.A2017001.h04v03.001.2021124230116.h5","2021-05-04 23:12",10683892,1620169923,553241755,"e4c0f90d7bedb74e82619dc964b35d72","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h04v03.001.2021124230116.h5",2017,"001","01"
"VNP46A3.A2017001.h04v09.001.2021124230139.h5","2021-05-04 23:19",633600,1620170342,275463439,"b87566bcdeeee70e5bf5e05ef4ea955c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h04v09.001.2021124230139.h5",2017,"001","01"
"VNP46A3.A2017001.h04v10.001.2021124230152.h5","2021-05-04 23:19",630673,1620170342,586773743,"a0ffdf712035c3e2ff1823ce25c4e01e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h04v10.001.2021124230152.h5",2017,"001","01"
"VNP46A3.A2017001.h04v11.001.2021124230133.h5","2021-05-04 23:16",654703,1620170192,1862243322,"690d737884938e2370615db2eab4e9e7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h04v11.001.2021124230133.h5",2017,"001","01"
"VNP46A3.A2017001.h05v01.001.2021124230102.h5","2021-05-04 23:10",4098912,1620169832,1677916739,"931782b2f7330b0fa77c09a6cd3ea429","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2017/001/VNP46A3.A2017001.h05v01.001.2021124230102.h5",2017,"001","01"
