"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day"
"VNP46A4.A2014001.h30v06.001.2021126111245.h5","2021-05-06 21:43",4878471,1620337433,2227436672,"9d6e46c9092fc9c7cc6374d72e6675a5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v06.001.2021126111245.h5",2014,"001"
"VNP46A4.A2014001.h30v07.001.2021124185421.h5","2021-05-05 07:34",5052674,1620200083,1428578736,"efb48c431f80ab1b9e4644433333c9ce","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v07.001.2021124185421.h5",2014,"001"
"VNP46A4.A2014001.h30v08.001.2021125103905.h5","2021-05-05 21:22",4257095,1620249771,1369397529,"5e199b20a13ce2b0247e8d1e3db67a26","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v08.001.2021125103905.h5",2014,"001"
"VNP46A4.A2014001.h30v09.001.2021124195047.h5","2021-05-05 06:13",4836677,1620195223,4150475956,"beecbc7cab9e4b87972ed552844481d6","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v09.001.2021124195047.h5",2014,"001"
"VNP46A4.A2014001.h30v10.001.2021125195758.h5","2021-05-06 07:21",7307824,1620285712,3999009244,"3e539c4f8e9ed647d2cfd21b3eff43f9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v10.001.2021125195758.h5",2014,"001"
"VNP46A4.A2014001.h30v11.001.2021124191429.h5","2021-05-05 06:18",14893153,1620195523,3410247885,"f102ad167da94ccfc321db72fdf8b897","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v11.001.2021124191429.h5",2014,"001"
"VNP46A4.A2014001.h30v12.001.2021125103927.h5","2021-05-05 21:37",4817905,1620250642,3187488252,"a5eb7d6e1c4d115f579ea617eb5aa4aa","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v12.001.2021125103927.h5",2014,"001"
"VNP46A4.A2014001.h30v15.001.2021124173542.h5","2021-05-05 04:17",4074375,1620188254,2722104568,"3a13f6c4aa3bb72e06a6422c3ded6c3b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v15.001.2021124173542.h5",2014,"001"
"VNP46A4.A2014001.h30v16.001.2022263130052.h5","2022-09-20 16:45",8704023,1663692338,2732190063,"b2d7050857b31788d4359b3ec3dbcb14","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v16.001.2022263130052.h5",2014,"001"
"VNP46A4.A2014001.h30v17.001.2022263130105.h5","2022-09-20 14:26",3316475,1663683968,1627275924,"7e431a9b93ae23fefd31c285e038bb4e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h30v17.001.2022263130105.h5",2014,"001"
"VNP46A4.A2014001.h31v01.001.2022263130124.h5","2022-09-20 17:40",8983615,1663695608,240543872,"0c70e6229b05c6d4898f2c971ac3d279","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v01.001.2022263130124.h5",2014,"001"
"VNP46A4.A2014001.h31v02.001.2021127111430.h5","2021-05-07 17:08",38023602,1620407338,3976723561,"dbd2aeb3279fb8472ae495ee3b2ad515","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v02.001.2021127111430.h5",2014,"001"
"VNP46A4.A2014001.h31v03.001.2021125195804.h5","2021-05-06 07:03",34084435,1620284601,2954210602,"2219fd8fb58f85201ebf4b188a627a31","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v03.001.2021125195804.h5",2014,"001"
"VNP46A4.A2014001.h31v04.001.2021125103916.h5","2021-05-05 21:49",21819912,1620251392,1847471597,"855bc2c9f0cbb37a4cf593ff09fdeb90","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v04.001.2021125103916.h5",2014,"001"
"VNP46A4.A2014001.h31v05.001.2021124185620.h5","2021-05-05 04:25",11520654,1620188734,2752608888,"1eec47e106f896d7f4adb201b7628e01","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v05.001.2021124185620.h5",2014,"001"
"VNP46A4.A2014001.h31v06.001.2021125103905.h5","2021-05-05 21:38",648879,1620250732,626493304,"5558851eba3b5059d98cfb0d6cc337f9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v06.001.2021125103905.h5",2014,"001"
"VNP46A4.A2014001.h31v08.001.2021124194614.h5","2021-05-05 06:11",719902,1620195103,2227097881,"e1f369dcda40ee97baa7c617b1e0688f","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v08.001.2021124194614.h5",2014,"001"
"VNP46A4.A2014001.h31v09.001.2021125103948.h5","2021-05-05 22:06",6310371,1620252382,2285474670,"ff4f9565f3d95b39cb1b5b617c9bea6c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v09.001.2021125103948.h5",2014,"001"
"VNP46A4.A2014001.h31v10.001.2021126111221.h5","2021-05-06 22:15",9805945,1620339328,2314440249,"ddae7195fa0467908bf8af9f2884f1a6","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v10.001.2021126111221.h5",2014,"001"
"VNP46A4.A2014001.h31v11.001.2021125104053.h5","2021-05-05 20:39",16132217,1620247145,3147821310,"8bf4a8f174ffb9001cc55b56dba8292e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v11.001.2021125104053.h5",2014,"001"
"VNP46A4.A2014001.h31v12.001.2021124211132.h5","2021-05-05 07:22",6419610,1620199363,1772086204,"94af6ef4b870d8b3eea868ef794a869b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v12.001.2021124211132.h5",2014,"001"
"VNP46A4.A2014001.h31v15.001.2021125103824.h5","2021-05-05 20:19",5192814,1620245974,1295837802,"4e360f1a51118d6acfb9ae9b58765995","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v15.001.2021125103824.h5",2014,"001"
"VNP46A4.A2014001.h31v16.001.2022263130119.h5","2022-09-20 16:45",10415211,1663692338,1928473272,"79dca0ab6758809c3aeee1f826bd2c20","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v16.001.2022263130119.h5",2014,"001"
"VNP46A4.A2014001.h31v17.001.2022263130117.h5","2022-09-20 14:26",3602423,1663683968,3727258179,"daaecae7123f82b988c7dd979db1a286","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h31v17.001.2022263130117.h5",2014,"001"
"VNP46A4.A2014001.h32v01.001.2022263130121.h5","2022-09-20 17:29",14108651,1663694948,3299925891,"67cf3ff718e635b3aafaf8afaeb047cb","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v01.001.2022263130121.h5",2014,"001"
"VNP46A4.A2014001.h32v02.001.2021125103650.h5","2021-05-05 18:02",35202785,1620237724,320829508,"eef605a1de7cc01936d7403c266b16ef","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v02.001.2021125103650.h5",2014,"001"
"VNP46A4.A2014001.h32v03.001.2021125195740.h5","2021-05-06 07:22",8269789,1620285771,3575129315,"69c18e689c15fc6a8b8342ecc0111346","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v03.001.2021125195740.h5",2014,"001"
"VNP46A4.A2014001.h32v04.001.2021124152325.h5","2021-05-05 03:31",9770615,1620185474,4220853120,"18b0c9d16d6df75b3f0cffd90648015d","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v04.001.2021124152325.h5",2014,"001"
"VNP46A4.A2014001.h32v05.001.2021125104015.h5","2021-05-05 21:51",4105632,1620251512,3995469352,"554656f4a67d8d3d93a0f36760405cd5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v05.001.2021125104015.h5",2014,"001"
"VNP46A4.A2014001.h32v07.001.2021125104035.h5","2021-05-05 21:28",750488,1620250101,3394626268,"ab07f7562d55d5db858f24bc9330f208","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v07.001.2021125104035.h5",2014,"001"
"VNP46A4.A2014001.h32v08.001.2021125103929.h5","2021-05-05 21:28",658309,1620250101,51759597,"581ecf758f552811d99d7f4936f84bb5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v08.001.2021125103929.h5",2014,"001"
"VNP46A4.A2014001.h32v09.001.2021125104030.h5","2021-05-05 22:01",7464703,1620252111,2199592361,"ff22e86238cbd9e15eeb6798096cebeb","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v09.001.2021125104030.h5",2014,"001"
"VNP46A4.A2014001.h32v10.001.2021125104051.h5","2021-05-05 21:40",6424710,1620250822,1671136425,"29165c7f9cd4e3d330dcbb8702c47cc0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v10.001.2021125104051.h5",2014,"001"
"VNP46A4.A2014001.h32v11.001.2021124192715.h5","2021-05-05 07:03",15231816,1620198223,240087397,"b06e0176bb2c5ead85e4af8ce9e44725","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v11.001.2021124192715.h5",2014,"001"
"VNP46A4.A2014001.h32v12.001.2021126111339.h5","2021-05-07 01:12",13067293,1620349925,3280165518,"3197095e303ec3faf5391422bb2a4ed5","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v12.001.2021126111339.h5",2014,"001"
"VNP46A4.A2014001.h32v13.001.2021125103955.h5","2021-05-05 20:12",2311886,1620245524,1297013860,"f6b247869879de58eca7479e6311c507","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v13.001.2021125103955.h5",2014,"001"
"VNP46A4.A2014001.h32v15.001.2021125103857.h5","2021-05-05 21:38",3700199,1620250732,4239962873,"c5cc18ceefaa0210963d4902dc53e0e0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v15.001.2021125103857.h5",2014,"001"
"VNP46A4.A2014001.h32v16.001.2022263130156.h5","2022-09-20 16:54",10063052,1663692849,2462199455,"01324326d1ab0db7b1a558278871ab9a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v16.001.2022263130156.h5",2014,"001"
"VNP46A4.A2014001.h32v17.001.2022263130122.h5","2022-09-20 14:26",4048750,1663683968,3411387561,"64482dd2411cabf035f933a8e895f574","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h32v17.001.2022263130122.h5",2014,"001"
"VNP46A4.A2014001.h33v01.001.2022263130231.h5","2022-09-20 17:40",5738393,1663695608,2733750317,"b045242a0a081c30e656c51d51a87ad7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v01.001.2022263130231.h5",2014,"001"
"VNP46A4.A2014001.h33v02.001.2021125195639.h5","2021-05-06 04:41",31946710,1620276081,663004959,"6c21df53df70fb81919be4fb6eaef949","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v02.001.2021125195639.h5",2014,"001"
"VNP46A4.A2014001.h33v03.001.2021125103834.h5","2021-05-05 21:22",11581155,1620249771,3701019049,"30318ec9fb423ba267dcbc0de64e5eb0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v03.001.2021125103834.h5",2014,"001"
"VNP46A4.A2014001.h33v04.001.2021125104025.h5","2021-05-05 21:28",864686,1620250101,1001339720,"26f6f10cbe23fec2f53fdd371f8e90e8","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v04.001.2021125104025.h5",2014,"001"
"VNP46A4.A2014001.h33v08.001.2021125104108.h5","2021-05-05 21:18",726779,1620249502,25838760,"34d13b4a17570109eb367b2f2231f3d8","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v08.001.2021125104108.h5",2014,"001"
"VNP46A4.A2014001.h33v09.001.2021125104049.h5","2021-05-05 21:44",2284446,1620251091,2495141884,"71d1756e14b23dfc5df004e923d767ca","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v09.001.2021125104049.h5",2014,"001"
"VNP46A4.A2014001.h33v10.001.2021126111304.h5","2021-05-06 20:39",904347,1620333564,3269105316,"27b800cc390f1409498ce23a98e4feb1","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v10.001.2021126111304.h5",2014,"001"
"VNP46A4.A2014001.h33v11.001.2021126111248.h5","2021-05-06 20:45",4746345,1620333924,381623949,"9c9684b89437182addcab3326e23f2c9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v11.001.2021126111248.h5",2014,"001"
"VNP46A4.A2014001.h33v12.001.2021125104002.h5","2021-05-05 23:57",3200955,1620259066,4091697861,"d82e762150212a9353a39733222831a3","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v12.001.2021125104002.h5",2014,"001"
"VNP46A4.A2014001.h33v15.001.2021117183800.h5","2021-04-28 18:17",2286316,1619633857,875411351,"2d15ea37073a3d4bb4fea262a9bf9d38","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v15.001.2021117183800.h5",2014,"001"
"VNP46A4.A2014001.h33v16.001.2022263130154.h5","2022-09-20 16:45",19922239,1663692338,1484854870,"8b3dcec9be9ca768e9f1a9bb4772df64","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v16.001.2022263130154.h5",2014,"001"
"VNP46A4.A2014001.h33v17.001.2022263130155.h5","2022-09-20 14:26",4682677,1663683968,3273753901,"4db01e0a4dde1a1d670f76de016acb73","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h33v17.001.2022263130155.h5",2014,"001"
"VNP46A4.A2014001.h34v02.001.2021124152405.h5","2021-05-05 00:53",32781771,1620176033,2875443734,"1c34bdc53fc886f732e35908695470c3","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v02.001.2021124152405.h5",2014,"001"
"VNP46A4.A2014001.h34v03.001.2021117183951.h5","2021-04-28 17:54",6882641,1619632449,640274628,"654656b22fdd101a7cb5557e14b5b19c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v03.001.2021117183951.h5",2014,"001"
"VNP46A4.A2014001.h34v07.001.2021117183906.h5","2021-04-28 18:11",702234,1619633468,674978170,"98b149e8e571126ded805a4c551b4d54","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v07.001.2021117183906.h5",2014,"001"
"VNP46A4.A2014001.h34v08.001.2021125195928.h5","2021-05-06 04:57",750044,1620277071,1505128390,"091fd687f269cb497f8ef4a029159f5a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v08.001.2021125195928.h5",2014,"001"
"VNP46A4.A2014001.h34v09.001.2021125104127.h5","2021-05-05 21:37",882039,1620250642,2039641926,"f5f4f508cab53f81d9128132cd991727","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v09.001.2021125104127.h5",2014,"001"
"VNP46A4.A2014001.h34v10.001.2021124190247.h5","2021-05-05 07:47",1286767,1620200863,4133049801,"0056961b4696afe0e099c4c5554793cc","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v10.001.2021124190247.h5",2014,"001"
"VNP46A4.A2014001.h34v11.001.2021125104042.h5","2021-05-05 20:10",1234727,1620245434,84849805,"8e7d86633127c25c0ae32b420a081166","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v11.001.2021125104042.h5",2014,"001"
"VNP46A4.A2014001.h34v13.001.2021117184542.h5","2021-04-28 18:07",2921342,1619633257,2624672706,"43ba57ba77327a3a1177bccf3d16b186","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v13.001.2021117184542.h5",2014,"001"
"VNP46A4.A2014001.h34v14.001.2021117184141.h5","2021-04-28 18:24",695134,1619634248,3837077983,"fd0f52d51cf91b808726b85013b2c728","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v14.001.2021117184141.h5",2014,"001"
"VNP46A4.A2014001.h34v15.001.2021117183418.h5","2021-04-28 17:57",760195,1619632627,3884439726,"3d6f4764cadc4c31f09c6158081d0274","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v15.001.2021117183418.h5",2014,"001"
"VNP46A4.A2014001.h34v16.001.2022263130226.h5","2022-09-20 16:52",10780218,1663692728,3915443539,"449cf16f9c1d9bf8944a3121fdc565e1","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v16.001.2022263130226.h5",2014,"001"
"VNP46A4.A2014001.h34v17.001.2022263130140.h5","2022-09-20 14:26",1927850,1663683968,3763770614,"8edde6068e05ffbbd21efaea612d0e5c","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h34v17.001.2022263130140.h5",2014,"001"
"VNP46A4.A2014001.h35v01.001.2022263130258.h5","2022-09-20 17:51",1092090,1663696268,1662189678,"f14d4beaa8896a4b678d7d9b50af6a95","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v01.001.2022263130258.h5",2014,"001"
"VNP46A4.A2014001.h35v02.001.2021125195637.h5","2021-05-06 04:53",28769184,1620276801,3441089594,"2f2314d46809693b3cefa11464b84c1f","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v02.001.2021125195637.h5",2014,"001"
"VNP46A4.A2014001.h35v03.001.2021117184116.h5","2021-04-28 18:04",873866,1619633047,4146555816,"916abc3b8189ff596f4d679c71ed3630","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v03.001.2021117184116.h5",2014,"001"
"VNP46A4.A2014001.h35v08.001.2021117183911.h5","2021-04-28 18:24",769251,1619634247,3470968786,"6a2aed0efbed5d4e210f1dd15c3ad13a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v08.001.2021117183911.h5",2014,"001"
"VNP46A4.A2014001.h35v09.001.2021117184835.h5","2021-04-28 18:24",719069,1619634248,2214264415,"2216b977de1bf482c166ccc96535d38b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v09.001.2021117184835.h5",2014,"001"
"VNP46A4.A2014001.h35v10.001.2021117183836.h5","2021-04-28 17:57",1170610,1619632627,447200418,"89d6ebbe5d41c998ea947a25736ee56b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v10.001.2021117183836.h5",2014,"001"
"VNP46A4.A2014001.h35v11.001.2021117184333.h5","2021-04-28 18:24",640137,1619634249,2142873938,"33117d259a8c7ddd44d297e0be258522","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v11.001.2021117184333.h5",2014,"001"
"VNP46A4.A2014001.h35v12.001.2021117184109.h5","2021-04-28 18:30",3014235,1619634637,3673181201,"c676ee59792498cefab1387dcef2d098","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v12.001.2021117184109.h5",2014,"001"
"VNP46A4.A2014001.h35v13.001.2021117184517.h5","2021-04-28 18:17",3858425,1619633857,3789080737,"027e6463254e3b86976e9349ea9f8c6b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v13.001.2021117184517.h5",2014,"001"
"VNP46A4.A2014001.h35v15.001.2021124145123.h5","2021-05-04 18:17",631312,1620152253,2412748382,"63781e9a75c16a741e14631ed0fba71e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v15.001.2021124145123.h5",2014,"001"
"VNP46A4.A2014001.h35v16.001.2022263130221.h5","2022-09-20 16:52",940956,1663692728,483274728,"6b8f82b20e25b88e533cea69d3d93685","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v16.001.2022263130221.h5",2014,"001"
"VNP46A4.A2014001.h35v17.001.2022263130224.h5","2022-09-20 14:26",1027242,1663683968,2848184241,"2dd3a20da00feb83e4a79f6c2499352f","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2014/001/VNP46A4.A2014001.h35v17.001.2022263130224.h5",2014,"001"
"VNP46A4.A2015001.h00v01.001.2022263131940.h5","2022-09-20 17:59",1340022,1663696748,1160047618,"3089a56e2c53224e03c4621013ca1dd2","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v01.001.2022263131940.h5",2015,"001"
"VNP46A4.A2015001.h00v02.001.2021125103919.h5","2021-05-05 17:56",12214162,1620237394,2126741388,"9fe85eb7aa84e4d39131c28e95cff3ea","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v02.001.2021125103919.h5",2015,"001"
"VNP46A4.A2015001.h00v03.001.2021119111425.h5","2021-04-29 21:00",1082169,1619730019,4060208250,"ef94daff42f1270e85e3c9ea6b8f05a6","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v03.001.2021119111425.h5",2015,"001"
"VNP46A4.A2015001.h00v06.001.2021118152514.h5","2021-04-29 01:41",644683,1619660463,1663582793,"5d4e2d1ac50d8ad1c735b5ef408cfe07","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v06.001.2021118152514.h5",2015,"001"
"VNP46A4.A2015001.h00v09.001.2021120134135.h5","2021-04-30 23:27",665837,1619825239,3436482307,"ac97a350461facde41caf02e69b7ae61","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v09.001.2021120134135.h5",2015,"001"
"VNP46A4.A2015001.h00v10.001.2021119100355.h5","2021-04-29 19:58",907248,1619726293,1894494374,"0d292816540932bebcd93e461fb6b91e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v10.001.2021119100355.h5",2015,"001"
"VNP46A4.A2015001.h00v11.001.2021118151812.h5","2021-04-29 01:13",693242,1619658784,2058545021,"5cd3d41449690fd782c2c32b6ffedc47","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v11.001.2021118151812.h5",2015,"001"
"VNP46A4.A2015001.h00v13.001.2021119130125.h5","2021-04-30 02:30",696749,1619749821,48709637,"0cdf5784a7505828befaab4d1cd06770","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v13.001.2021119130125.h5",2015,"001"
"VNP46A4.A2015001.h00v14.001.2021119120823.h5","2021-04-29 22:02",638968,1619733722,2612939460,"ce5b575a79ac22c5caa68de4bd87a88a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v14.001.2021119120823.h5",2015,"001"
"VNP46A4.A2015001.h00v15.001.2021119102048.h5","2021-04-29 20:05",638968,1619726743,4265725755,"9ec4f01a17f93b7d8d707c9c80e890f1","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v15.001.2021119102048.h5",2015,"001"
"VNP46A4.A2015001.h00v16.001.2022263132115.h5","2022-09-20 17:13",666950,1663694018,4169836463,"bbf985fa7bcb5c31fb0bfadb9505bef3","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v16.001.2022263132115.h5",2015,"001"
"VNP46A4.A2015001.h00v17.001.2022263130729.h5","2022-09-20 14:26",763249,1663683968,270507247,"f44cd92acc05e4aa88e3c36dacd34098","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A4/2015/001/VNP46A4.A2015001.h00v17.001.2022263130729.h5",2015,"001"
