"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2013001.h00v01.001.2021124164246.h5","2021-05-04 16:47",828396,1620146824,2691882732,"93d28839d67171c0a4f3d5b158a59ff2","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v01.001.2021124164246.h5",2013,"001","01"
"VNP46A3.A2013001.h00v02.001.2021125040922.h5","2021-05-05 04:16",4789319,1620188194,1369345304,"ac8f2d44ae2606451627bc67bd6164b0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v02.001.2021125040922.h5",2013,"001","01"
"VNP46A3.A2013001.h00v03.001.2021125001127.h5","2021-05-05 00:23",966011,1620174234,3510667439,"9e04e82372a937fdb60f570a160fc3e9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v03.001.2021125001127.h5",2013,"001","01"
"VNP46A3.A2013001.h00v06.001.2021124165036.h5","2021-05-04 16:59",613007,1620147545,1912283931,"f3c157c8ae521d4ca4bacae2e3291c13","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v06.001.2021124165036.h5",2013,"001","01"
"VNP46A3.A2013001.h00v09.001.2021124163403.h5","2021-05-04 16:41",621977,1620146494,4098302237,"b64b2416404c9b8eacbc95cca09685a7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v09.001.2021124163403.h5",2013,"001","01"
"VNP46A3.A2013001.h00v10.001.2021125001126.h5","2021-05-05 00:23",772958,1620174203,3486461201,"003434d69f55f012d2ae33b048452ce1","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v10.001.2021125001126.h5",2013,"001","01"
"VNP46A3.A2013001.h00v11.001.2021125001119.h5","2021-05-05 00:29",651622,1620174593,272522295,"f915a8e3454222ecb167fedcbb6d39ad","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v11.001.2021125001119.h5",2013,"001","01"
"VNP46A3.A2013001.h00v13.001.2021125001122.h5","2021-05-05 00:23",656802,1620174234,3152821929,"a7ac90537b4ce68f09dad524d0399950","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v13.001.2021125001122.h5",2013,"001","01"
"VNP46A3.A2013001.h00v14.001.2021125004049.h5","2021-05-05 00:47",608904,1620175643,1985296126,"4c1eb1cde60318cf82600b5c8777fbe7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v14.001.2021125004049.h5",2013,"001","01"
"VNP46A3.A2013001.h00v15.001.2021125004053.h5","2021-05-05 00:54",608904,1620176063,326696638,"1274f2468515207588db6e2f1a8529b7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2013/001/VNP46A3.A2013001.h00v15.001.2021125004053.h5",2013,"001","01"
