"name","downloadsLink","year","day"
"VNP46A2.A2020011.h00v01.001.2021055125858.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v01.001.2021055125858.h5",2020,"011"
"VNP46A2.A2020011.h00v02.001.2021055150615.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v02.001.2021055150615.h5",2020,"011"
"VNP46A2.A2020011.h00v03.001.2021055131541.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v03.001.2021055131541.h5",2020,"011"
"VNP46A2.A2020011.h00v06.001.2021053055907.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v06.001.2021053055907.h5",2020,"011"
"VNP46A2.A2020011.h00v09.001.2021053055353.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v09.001.2021053055353.h5",2020,"011"
"VNP46A2.A2020011.h00v10.001.2021053060939.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v10.001.2021053060939.h5",2020,"011"
"VNP46A2.A2020011.h00v11.001.2021053060840.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v11.001.2021053060840.h5",2020,"011"
"VNP46A2.A2020011.h00v13.001.2021053055837.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v13.001.2021053055837.h5",2020,"011"
"VNP46A2.A2020011.h00v14.001.2021053062113.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v14.001.2021053062113.h5",2020,"011"
"VNP46A2.A2020011.h00v15.001.2021055131708.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h00v15.001.2021055131708.h5",2020,"011"
"VNP46A2.A2020011.h01v02.001.2021055155312.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h01v02.001.2021055155312.h5",2020,"011"
"VNP46A2.A2020011.h01v03.001.2021055142716.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h01v03.001.2021055142716.h5",2020,"011"
"VNP46A2.A2020011.h01v06.001.2021053061453.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h01v06.001.2021053061453.h5",2020,"011"
"VNP46A2.A2020011.h01v08.001.2021053054619.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h01v08.001.2021053054619.h5",2020,"011"
"VNP46A2.A2020011.h02v01.001.2021055131528.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h02v01.001.2021055131528.h5",2020,"011"
"VNP46A2.A2020011.h02v02.001.2021055185744.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h02v02.001.2021055185744.h5",2020,"011"
"VNP46A2.A2020011.h02v03.001.2021055152638.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h02v03.001.2021055152638.h5",2020,"011"
"VNP46A2.A2020011.h02v06.001.2021053060053.h5","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A2/2020/011/VNP46A2.A2020011.h02v06.001.2021053060053.h5",2020,"011"
