"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2023001.h00v01.001.2023039133834.h5","2023-02-08 13:46",1016619,1675863982,1546420347,"828009fcca74cdcce83514acd58ecf33","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v01.001.2023039133834.h5",2023,"001","01"
"VNP46A3.A2023001.h00v02.001.2023039140801.h5","2023-02-08 14:17",7904848,1675865873,2856438554,"7cb5036606d4f312434673e4d99a7b79","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v02.001.2023039140801.h5",2023,"001","01"
"VNP46A3.A2023001.h00v03.001.2023039134053.h5","2023-02-08 13:46",1045783,1675863982,3629423956,"a173f3e55c48fe535008922eb126b213","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v03.001.2023039134053.h5",2023,"001","01"
"VNP46A3.A2023001.h00v06.001.2023039133105.h5","2023-02-08 13:38",614904,1675863532,2839004921,"2512a8029c06d55dd6b5a7363f6aacd4","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v06.001.2023039133105.h5",2023,"001","01"
"VNP46A3.A2023001.h00v09.001.2023039133103.h5","2023-02-08 13:38",633224,1675863532,2291667742,"2f99f364934823ec04c642f7d28dd7c6","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v09.001.2023039133103.h5",2023,"001","01"
"VNP46A3.A2023001.h00v10.001.2023039133841.h5","2023-02-08 13:46",831448,1675863982,2741232654,"baf87837bfb3c6fbcd1997270d1d4257","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v10.001.2023039133841.h5",2023,"001","01"
"VNP46A3.A2023001.h00v11.001.2023039134351.h5","2023-02-08 13:50",655775,1675864225,285972,"158b788c3290aba22260d096a5a58761","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v11.001.2023039134351.h5",2023,"001","01"
"VNP46A3.A2023001.h00v13.001.2023039133328.h5","2023-02-08 13:41",662709,1675863682,1156853739,"601eb4dc5f2677592a82addbaf4f716b","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v13.001.2023039133328.h5",2023,"001","01"
"VNP46A3.A2023001.h00v14.001.2023039140656.h5","2023-02-08 14:14",610064,1675865693,732724697,"b651e946388935b882458d35ad9cf12a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v14.001.2023039140656.h5",2023,"001","01"
"VNP46A3.A2023001.h00v15.001.2023039141633.h5","2023-02-08 14:21",610064,1675866113,1581485220,"22abcc038986430084258beb2fc05ce1","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h00v15.001.2023039141633.h5",2023,"001","01"
"VNP46A3.A2023001.h01v02.001.2023039142942.h5","2023-02-08 14:37",15430206,1675867072,1882160449,"f642d97bd306c94df2631867f76e2050","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h01v02.001.2023039142942.h5",2023,"001","01"
"VNP46A3.A2023001.h01v03.001.2023039141510.h5","2023-02-08 14:26",3490209,1675866412,1390473579,"b4715cbe0b226a2379d06181f075a9a3","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h01v03.001.2023039141510.h5",2023,"001","01"
"VNP46A3.A2023001.h01v06.001.2023039135626.h5","2023-02-08 14:18",621068,1675865902,4060805641,"8333596a140f1e03d2de59c4872c7c76","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2023/001/VNP46A3.A2023001.h01v06.001.2023039135626.h5",2023,"001","01"
