"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2012001.h00v01.001.2021124111531.h5","2021-05-04 11:18",883072,1620127120,1655086251,"d32720d212ac99afe6576c39b3aac5b6","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v01.001.2021124111531.h5",2012,"001","01"
"VNP46A3.A2012001.h00v02.001.2021124111458.h5","2021-05-04 11:18",5117845,1620127120,165761455,"237ac7e2d381b26c9318b143d22ebfec","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v02.001.2021124111458.h5",2012,"001","01"
"VNP46A3.A2012001.h00v03.001.2021124111503.h5","2021-05-04 11:18",837450,1620127090,662557280,"1d702fa63cf8ac659bc25e1a2844ebb0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v03.001.2021124111503.h5",2012,"001","01"
"VNP46A3.A2012001.h00v04.001.2021124111520.h5","2021-05-04 11:18",607288,1620127120,2654379694,"223e16d85adfac46b0fa688dc1aa46ef","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v04.001.2021124111520.h5",2012,"001","01"
"VNP46A3.A2012001.h00v05.001.2021124111510.h5","2021-05-04 11:18",607288,1620127120,1790886942,"9a6c4de38d1c9480b22e45bfaeb71fa7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v05.001.2021124111510.h5",2012,"001","01"
"VNP46A3.A2012001.h00v06.001.2021124111507.h5","2021-05-04 11:18",610997,1620127090,3653556943,"f59465f3091e399f0528e1195770c860","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v06.001.2021124111507.h5",2012,"001","01"
"VNP46A3.A2012001.h00v07.001.2021124111531.h5","2021-05-04 11:19",607288,1620127150,197893512,"9c91fb8bb5c69b3c6c73b4f1f980c5eb","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v07.001.2021124111531.h5",2012,"001","01"
"VNP46A3.A2012001.h00v08.001.2021124111526.h5","2021-05-04 11:18",608810,1620127120,754431360,"25f051afeb3dba8dd3e066353c3a4953","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v08.001.2021124111526.h5",2012,"001","01"
"VNP46A3.A2012001.h00v09.001.2021124111533.h5","2021-05-04 11:19",630200,1620127150,565161065,"b5c37c3afb335ed11ff810833e0161ce","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v09.001.2021124111533.h5",2012,"001","01"
"VNP46A3.A2012001.h00v10.001.2021124111540.h5","2021-05-04 11:18",727855,1620127120,696799858,"c25d16a90b40f61347e06a0ce9e322ca","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2012/001/VNP46A3.A2012001.h00v10.001.2021124111540.h5",2012,"001","01"
