"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2016001.h00v01.001.2021125023406.h5","2021-05-05 02:50",1048350,1620183053,1204796582,"8eedcd76f13f0b55a27ca35203ab8177","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v01.001.2021125023406.h5",2016,"001","01"
"VNP46A3.A2016001.h00v02.001.2021124224532.h5","2021-05-04 23:02",6192346,1620169322,4288567797,"9ff0fb02921fcee0cf1fb98af4a2cdd2","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v02.001.2021124224532.h5",2016,"001","01"
"VNP46A3.A2016001.h00v03.001.2021125023424.h5","2021-05-05 02:52",1050802,1620183143,3959051083,"7d404ab78b2ef716bf277c3d5bae5a69","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v03.001.2021125023424.h5",2016,"001","01"
"VNP46A3.A2016001.h00v06.001.2021124224529.h5","2021-05-04 22:57",613772,1620169052,369327371,"6c5438b583ec17d1300a4b4064af61be","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v06.001.2021124224529.h5",2016,"001","01"
"VNP46A3.A2016001.h00v09.001.2021124224542.h5","2021-05-04 23:02",626824,1620169322,2952705266,"abdd1a98e27e4dc8aa8022ec74c7aabe","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v09.001.2021124224542.h5",2016,"001","01"
"VNP46A3.A2016001.h00v10.001.2021125023402.h5","2021-05-05 02:47",827921,1620182843,2436068009,"9151ddeee02f7cd424e1db2a4cf2f852","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v10.001.2021125023402.h5",2016,"001","01"
"VNP46A3.A2016001.h00v11.001.2021125023426.h5","2021-05-05 02:51",655653,1620183113,1717872415,"4d57aa08d4fae3eef7fc639fd509626a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v11.001.2021125023426.h5",2016,"001","01"
"VNP46A3.A2016001.h00v13.001.2021125023419.h5","2021-05-05 02:49",658130,1620182963,1918069658,"62e5cdf7200d91cc9b88c6e3bb5e61fa","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v13.001.2021125023419.h5",2016,"001","01"
"VNP46A3.A2016001.h00v14.001.2021125023337.h5","2021-05-05 02:45",608904,1620182723,3420480714,"07b3a7bc7b3fb7a767ca43f93729e2cc","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v14.001.2021125023337.h5",2016,"001","01"
"VNP46A3.A2016001.h00v15.001.2021125023318.h5","2021-05-05 02:38",608904,1620182333,3241957765,"9eb6666788640e6cfb8711f389fa420e","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h00v15.001.2021125023318.h5",2016,"001","01"
"VNP46A3.A2016001.h01v02.001.2021125023341.h5","2021-05-05 02:56",12940637,1620183414,350863425,"f70da8d2830d6dcbd51c621dd20c5b0a","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h01v02.001.2021125023341.h5",2016,"001","01"
"VNP46A3.A2016001.h01v03.001.2021125061038.h5","2021-05-05 06:18",2871622,1620195523,3918083194,"7d4b4715ef88dacd054f49137ba8ac82","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h01v03.001.2021125061038.h5",2016,"001","01"
"VNP46A3.A2016001.h01v06.001.2021125115753.h5","2021-05-05 12:05",619259,1620216317,321703266,"4a628d173f833d9b45b1e939c80505bc","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h01v06.001.2021125115753.h5",2016,"001","01"
"VNP46A3.A2016001.h01v08.001.2021125023338.h5","2021-05-05 02:38",612211,1620182333,710142485,"2f296a0ab26dd7819a13bc89095ed756","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h01v08.001.2021125023338.h5",2016,"001","01"
"VNP46A3.A2016001.h02v01.001.2021125023358.h5","2021-05-05 02:48",2850513,1620182903,4125971676,"fbb2e11f3d6d487ff628634353e9b8b0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h02v01.001.2021125023358.h5",2016,"001","01"
"VNP46A3.A2016001.h02v02.001.2021125061053.h5","2021-05-05 06:28",27874723,1620196123,2752805313,"61f01d64bb186e4e79415c9f48d193d0","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h02v02.001.2021125061053.h5",2016,"001","01"
"VNP46A3.A2016001.h02v03.001.2021125060750.h5","2021-05-05 06:15",5321815,1620195343,3834534961,"cf9d766477f713b4f7329adf9bc7a2d8","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h02v03.001.2021125060750.h5",2016,"001","01"
"VNP46A3.A2016001.h02v06.001.2021125023501.h5","2021-05-05 02:49",875048,1620182993,2767455147,"ab49a3cf75d1703d64277a3b5176a256","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2016/001/VNP46A3.A2016001.h02v06.001.2021125023501.h5",2016,"001","01"
