"name","last_modified","size","mtime","cksum","md5sum","resourceType","downloadsLink","year","day","month"
"VNP46A3.A2018001.h00v01.001.2021124232410.h5","2021-05-04 23:40",966047,1620171602,2491443942,"1a18264e6e43674e1233b1fd51a6cc76","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v01.001.2021124232410.h5",2018,"001","01"
"VNP46A3.A2018001.h00v02.001.2021125031913.h5","2021-05-05 03:29",5199395,1620185354,4250890557,"ba6f8c8b6adf8d0d23e4e0f9dbc7e083","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v02.001.2021125031913.h5",2018,"001","01"
"VNP46A3.A2018001.h00v03.001.2021125064838.h5","2021-05-05 06:59",1028134,1620197953,796251772,"b5ef1bc5f9ab3d04ed1d19b7e7f098d7","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v03.001.2021125064838.h5",2018,"001","01"
"VNP46A3.A2018001.h00v06.001.2021125033901.h5","2021-05-05 03:50",613479,1620186615,1468737988,"52f45d579609a1ccea93fbe0a617e434","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v06.001.2021125033901.h5",2018,"001","01"
"VNP46A3.A2018001.h00v09.001.2021124232416.h5","2021-05-04 23:30",632344,1620171033,894125333,"571116c448f2a3a55efb8b480f37a698","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v09.001.2021124232416.h5",2018,"001","01"
"VNP46A3.A2018001.h00v10.001.2021124232421.h5","2021-05-04 23:31",812232,1620171092,3942375355,"90ee711cf77dd9ddc01b60a7955a0563","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v10.001.2021124232421.h5",2018,"001","01"
"VNP46A3.A2018001.h00v11.001.2021124232434.h5","2021-05-04 23:37",651448,1620171422,2171791669,"f76d801ecced2207a0d23188031ef813","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v11.001.2021124232434.h5",2018,"001","01"
"VNP46A3.A2018001.h00v13.001.2021125031932.h5","2021-05-05 03:32",660572,1620185534,1436326218,"c85905c34f2ec2bb8cba017a82ef34fa","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v13.001.2021125031932.h5",2018,"001","01"
"VNP46A3.A2018001.h00v14.001.2021125031856.h5","2021-05-05 03:24",608904,1620185085,1345486355,"0697bd164d9d922aecb2a5163e8add23","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v14.001.2021125031856.h5",2018,"001","01"
"VNP46A3.A2018001.h00v15.001.2021124232412.h5","2021-05-04 23:29",608904,1620170972,1799429702,"e074643201cca3696e62def722db75c9","File","https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/5000/VNP46A3/2018/001/VNP46A3.A2018001.h00v15.001.2021124232412.h5",2018,"001","01"
